Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5
83,2024.05.01 17:00:00,1.06621,1.06586,1.07644,Positive,0.000588,0.000204,-0.000541,-0.000872,83,2024.05.07 02:15:00,1.07680,1.07660,1.07122,Positive,-0.000021,0.000741,0.000769,0.001090,83,2024.05.07 16:05:00,1.07701,1.07676,1.07424,Positive,0.000346,0.000253,0.000047,0.000053
84,2024.05.01 16:00:00,1.06608,1.06577,1.07645,Positive,0.000513,0.000151,-0.000570,-0.000911,84,2024.05.07 02:00:00,1.07681,1.07660,1.07121,Positive,-0.000009,0.000760,0.000776,0.001100,84,2024.05.07 16:00:00,1.07695,1.07672,1.07423,Positive,0.000325,0.000231,0.000037,0.000040
85,2024.05.01 15:00:00,1.06593,1.06568,1.07647,Positive,0.000378,0.000086,-0.000602,-0.000954,85,2024.05.07 01:45:00,1.07682,1.07659,1.07120,Positive,0.000013,0.000782,0.000785,0.001111,85,2024.05.07 15:55:00,1.07690,1.07669,1.07423,Positive,0.000309,0.000211,0.000028,0.000028
86,2024.05.01 14:00:00,1.06585,1.06563,1.07649,Positive,0.000327,0.000050,-0.000625,-0.000985,86,2024.05.07 01:30:00,1.07682,1.07658,1.07119,Positive,0.000020,0.000798,0.000792,0.001119,86,2024.05.07 15:50:00,1.07686,1.07665,1.07422,Positive,0.000312,0.000197,0.000021,0.000018
87,2024.05.01 13:00:00,1.06577,1.06557,1.07650,Positive,0.000285,0.000019,-0.000647,-0.001014,87,2024.05.07 01:15:00,1.07682,1.07657,1.07118,Positive,0.000022,0.000813,0.000798,0.001127,87,2024.05.07 15:45:00,1.07682,1.07662,1.07421,Positive,0.000318,0.000183,0.000014,0.000009
88,2024.05.01 12:00:00,1.06568,1.06551,1.07652,Positive,0.000219,-0.000017,-0.000669,-0.001045,88,2024.05.07 01:00:00,1.07681,1.07656,1.07117,Positive,0.000021,0.000828,0.000804,0.001134,88,2024.05.07 15:40:00,1.07676,1.07657,1.07421,Positive,0.000312,0.000166,0.000006,-0.000002
89,2024.05.01 11:00:00,1.06560,1.06546,1.07654,Positive,0.000136,-0.000055,-0.000693,-0.001076,89,2024.05.07 00:45:00,1.07681,1.07655,1.07116,Positive,0.000018,0.000841,0.000809,0.001141,89,2024.05.07 15:35:00,1.07669,1.07653,1.07420,Positive,0.000271,0.000139,-0.000005,-0.000016
90,2024.05.01 10:00:00,1.06558,1.06545,1.07656,Positive,0.000114,-0.000072,-0.000709,-0.001099,90,2024.05.07 00:30:00,1.07680,1.07653,1.07115,Positive,0.000022,0.000858,0.000815,0.001149,90,2024.05.07 15:30:00,1.07662,1.07648,1.07420,Positive,0.000214,0.000110,-0.000016,-0.000031
91,2024.05.01 09:00:00,1.06561,1.06546,1.07658,Positive,0.000178,-0.000066,-0.000718,-0.001112,91,2024.05.07 00:15:00,1.07680,1.07652,1.07114,Positive,0.000015,0.000871,0.000820,0.001156,91,2024.05.07 15:25:00,1.07657,1.07645,1.07419,Positive,0.000183,0.000090,-0.000024,-0.000041
92,2024.05.01 08:00:00,1.06561,1.06545,1.07660,Positive,0.000220,-0.000068,-0.000730,-0.001129,92,2024.05.07 00:00:00,1.07680,1.07651,1.07113,Positive,0.000028,0.000890,0.000827,0.001164,92,2024.05.07 15:20:00,1.07653,1.07642,1.07418,Positive,0.000155,0.000073,-0.000031,-0.000051
93,2024.05.01 07:00:00,1.06561,1.06545,1.07662,Positive,0.000266,-0.000072,-0.000743,-0.001147,93,2024.05.06 23:45:00,1.07681,1.07650,1.07112,Positive,0.000047,0.000911,0.000834,0.001173,93,2024.05.07 15:15:00,1.07648,1.07639,1.07418,Positive,0.000126,0.000057,-0.000038,-0.000059
94,2024.05.01 06:00:00,1.06561,1.06544,1.07664,Positive,0.000314,-0.000078,-0.000757,-0.001166,94,2024.05.06 23:30:00,1.07680,1.07649,1.07111,Positive,0.000044,0.000924,0.000839,0.001179,94,2024.05.07 15:10:00,1.07645,1.07637,1.07417,Positive,0.000091,0.000040,-0.000045,-0.000068
95,2024.05.01 05:00:00,1.06559,1.06542,1.07666,Positive,0.000348,-0.000090,-0.000773,-0.001187,95,2024.05.06 23:15:00,1.07680,1.07647,1.07110,Positive,0.000048,0.000940,0.000844,0.001185,95,2024.05.07 15:05:00,1.07643,1.07636,1.07417,Positive,0.000087,0.000034,-0.000048,-0.000073
96,2024.05.01 04:00:00,1.06555,1.06539,1.07668,Positive,0.000367,-0.000109,-0.000791,-0.001212,96,2024.05.06 23:00:00,1.07681,1.07646,1.07109,Positive,0.000069,0.000960,0.000850,0.001194,96,2024.05.07 15:00:00,1.07642,1.07635,1.07416,Positive,0.000097,0.000031,-0.000050,-0.000075
97,2024.05.01 03:00:00,1.06551,1.06535,1.07670,Positive,0.000377,-0.000131,-0.000810,-0.001237,97,2024.05.06 22:45:00,1.07682,1.07646,1.07108,Positive,0.000099,0.000982,0.000857,0.001202,97,2024.05.07 14:55:00,1.07641,1.07634,1.07416,Positive,0.000094,0.000024,-0.000054,-0.000080
98,2024.05.01 02:00:00,1.06543,1.06530,1.07672,Positive,0.000339,-0.000167,-0.000833,-0.001269,98,2024.05.06 22:30:00,1.07683,1.07645,1.07107,Positive,0.000134,0.001004,0.000864,0.001210,98,2024.05.07 14:50:00,1.07640,1.07633,1.07416,Positive,0.000094,0.000019,-0.000057,-0.000084
99,2024.05.01 01:00:00,1.06533,1.06524,1.07673,Positive,0.000275,-0.000208,-0.000858,-0.001302,99,2024.05.06 22:15:00,1.07684,1.07644,1.07106,Positive,0.000174,0.001025,0.000870,0.001218,99,2024.05.07 14:45:00,1.07641,1.07633,1.07415,Positive,0.000122,0.000020,-0.000058,-0.000085
100,2024.04.20 00:00:00,1.06523,1.06518,1.07675,Positive,0.000186,-0.000253,-0.000883,-0.001336,100,2024.05.06 22:00:00,1.07684,1.07642,1.07105,Positive,0.000224,0.001048,0.000876,0.001226,100,2024.05.07 14:40:00,1.07640,1.07633,1.07415,Positive,0.000134,0.000016,-0.000060,-0.000089
101,2024.04.19 23:00:00,1.06521,1.06516,1.07677,Positive,0.000178,-0.000272,-0.000901,-0.001360,101,2024.05.06 21:45:00,1.07683,1.07639,1.07104,Positive,0.000251,0.001061,0.000879,0.001230,101,2024.05.07 14:35:00,1.07639,1.07632,1.07414,Positive,0.000151,0.000013,-0.000063,-0.000092
102,2024.04.19 22:00:00,1.06520,1.06516,1.07679,Positive,0.000184,-0.000287,-0.000917,-0.001381,102,2024.05.06 21:30:00,1.07679,1.07635,1.07102,Positive,0.000245,0.001065,0.000879,0.001229,102,2024.05.07 14:30:00,1.07637,1.07630,1.07414,Positive,0.000159,0.000006,-0.000066,-0.000096
103,2024.04.19 21:00:00,1.06521,1.06516,1.07682,Positive,0.000232,-0.000291,-0.000930,-0.001399,103,2024.05.06 21:15:00,1.07675,1.07631,1.07101,Positive,0.000246,0.001071,0.000880,0.001230,103,2024.05.07 14:25:00,1.07635,1.07629,1.07413,Positive,0.000164,-0.000003,-0.000070,-0.000101
104,2024.04.19 20:00:00,1.06519,1.06515,1.07684,Positive,0.000239,-0.000309,-0.000947,-0.001423,104,2024.05.06 21:00:00,1.07672,1.07627,1.07100,Positive,0.000239,0.001074,0.000880,0.001229,104,2024.05.07 14:20:00,1.07633,1.07627,1.07413,Positive,0.000158,-0.000014,-0.000075,-0.000107
105,2024.04.19 19:00:00,1.06519,1.06516,1.07686,Positive,0.000265,-0.000322,-0.000963,-0.001444,105,2024.05.06 20:45:00,1.07668,1.07623,1.07099,Positive,0.000239,0.001080,0.000880,0.001230,105,2024.05.07 14:15:00,1.07632,1.07626,1.07413,Positive,0.000168,-0.000021,-0.000078,-0.000112
106,2024.04.19 18:00:00,1.06514,1.06511,1.07688,Positive,0.000280,-0.000340,-0.000980,-0.001467,106,2024.05.06 20:30:00,1.07663,1.07618,1.07098,Positive,0.000221,0.001081,0.000879,0.001228,106,2024.05.07 14:10:00,1.07629,1.07624,1.07412,Positive,0.000171,-0.000031,-0.000082,-0.000117
107,2024.04.19 17:00:00,1.06500,1.06503,1.07690,Positive,0.000147,-0.000398,-0.001010,-0.001507,107,2024.05.06 20:15:00,1.07657,1.07613,1.07097,Positive,0.000174,0.001075,0.000876,0.001224,107,2024.05.07 14:05:00,1.07626,1.07622,1.07412,Positive,0.000153,-0.000046,-0.000088,-0.000124
108,2024.04.19 16:00:00,1.06489,1.06496,1.07691,Negative,0.000014,-0.000451,-0.001038,-0.001544,108,2024.05.06 20:00:00,1.07651,1.07607,1.07095,Positive,0.000127,0.001072,0.000874,0.001220,108,2024.05.07 14:00:00,1.07623,1.07620,1.07411,Positive,0.000142,-0.000059,-0.000093,-0.000130
109,2024.04.19 15:00:00,1.06478,1.06491,1.07693,Negative,-0.000154,-0.000506,-0.001066,-0.001581,109,2024.05.04 00:45:00,1.07644,1.07601,1.07094,Positive,0.000055,0.001064,0.000870,0.001215,109,2024.05.07 13:55:00,1.07620,1.07618,1.07411,Positive,0.000132,-0.000071,-0.000097,-0.000136
110,2024.04.19 14:00:00,1.06477,1.06491,1.07696,Negative,-0.000225,-0.000526,-0.001083,-0.001604,110,2024.05.04 00:30:00,1.07644,1.07600,1.07093,Positive,0.000080,0.001087,0.000876,0.001222,110,2024.05.07 13:50:00,1.07615,1.07616,1.07410,Positive,0.000093,-0.000090,-0.000104,-0.000145
111,2024.04.19 13:00:00,1.06475,1.06489,1.07698,Negative,-0.000269,-0.000536,-0.001097,-0.001623,111,2024.05.04 00:15:00,1.07645,1.07598,1.07092,Positive,0.000105,0.001108,0.000881,0.001228,111,2024.05.07 13:45:00,1.07613,1.07614,1.07410,Positive,0.000070,-0.000103,-0.000108,-0.000151
112,2024.04.19 12:00:00,1.06469,1.06487,1.07700,Negative,-0.000440,-0.000578,-0.001121,-0.001655,112,2024.05.04 00:00:00,1.07644,1.07596,1.07091,Positive,0.000123,0.001126,0.000884,0.001233,112,2024.05.07 13:40:00,1.07611,1.07613,1.07409,Positive,0.000063,-0.000111,-0.000111,-0.000154
113,2024.04.19 11:00:00,1.06468,1.06487,1.07702,Negative,-0.000513,-0.000585,-0.001133,-0.001672,113,2024.05.03 23:45:00,1.07643,1.07594,1.07090,Positive,0.000132,0.001141,0.000887,0.001236,113,2024.05.07 13:35:00,1.07610,1.07613,1.07409,Negative,0.000049,-0.000121,-0.000114,-0.000158
114,2024.04.19 10:00:00,1.06463,1.06486,1.07704,Negative,-0.000700,-0.000619,-0.001155,-0.001700,114,2024.05.03 23:30:00,1.07643,1.07591,1.07089,Positive,0.000164,0.001161,0.000891,0.001241,114,2024.05.07 13:30:00,1.07608,1.07612,1.07409,Negative,0.000031,-0.000130,-0.000117,-0.000162
115,2024.04.19 09:00:00,1.06467,1.06490,1.07707,Negative,-0.000821,-0.000626,-0.001167,-0.001717,115,2024.05.03 23:15:00,1.07640,1.07587,1.07088,Positive,0.000166,0.001172,0.000892,0.001241,115,2024.05.07 13:25:00,1.07607,1.07612,1.07408,Negative,0.000018,-0.000138,-0.000120,-0.000165
116,2024.04.19 08:00:00,1.06477,1.06496,1.07709,Negative,-0.000822,-0.000594,-0.001168,-0.001719,116,2024.05.03 23:00:00,1.07638,1.07584,1.07087,Positive,0.000154,0.001179,0.000891,0.001240,116,2024.05.07 13:20:00,1.07605,1.07611,1.07408,Negative,-0.000001,-0.000146,-0.000122,-0.000168
117,2024.04.19 07:00:00,1.06485,1.06501,1.07711,Negative,-0.000850,-0.000570,-0.001172,-0.001725,117,2024.05.03 22:45:00,1.07636,1.07580,1.07086,Positive,0.000171,0.001194,0.000893,0.001243,117,2024.05.07 13:15:00,1.07604,1.07610,1.07407,Negative,-0.000009,-0.000151,-0.000123,-0.000170
118,2024.04.19 06:00:00,1.06496,1.06510,1.07714,Negative,-0.000899,-0.000551,-0.001178,-0.001733,118,2024.05.03 22:30:00,1.07634,1.07577,1.07085,Positive,0.000171,0.001204,0.000894,0.001242,118,2024.05.07 13:10:00,1.07602,1.07609,1.07407,Negative,-0.000039,-0.000161,-0.000126,-0.000174
119,2024.04.19 05:00:00,1.06519,1.06524,1.07717,Negative,-0.000753,-0.000476,-0.001167,-0.001719,119,2024.05.03 22:15:00,1.07632,1.07573,1.07084,Positive,0.000179,0.001216,0.000894,0.001243,119,2024.05.07 13:05:00,1.07601,1.07609,1.07407,Negative,-0.000068,-0.000169,-0.000129,-0.000176
120,2024.04.19 04:00:00,1.06540,1.06535,1.07719,Negative,-0.000563,-0.000397,-0.001155,-0.001705,120,2024.05.03 22:00:00,1.07630,1.07569,1.07083,Positive,0.000195,0.001230,0.000895,0.001244,120,2024.05.07 13:00:00,1.07601,1.07609,1.07406,Negative,-0.000086,-0.000173,-0.000129,-0.000177
121,2024.04.19 03:00:00,1.06550,1.06540,1.07722,Negative,-0.000515,-0.000366,-0.001160,-0.001711,121,2024.05.03 21:45:00,1.07628,1.07566,1.07082,Positive,0.000215,0.001243,0.000896,0.001244,121,2024.05.07 12:55:00,1.07601,1.07610,1.07406,Negative,-0.000104,-0.000176,-0.000130,-0.000178
122,2024.04.19 02:00:00,1.06559,1.06545,1.07724,Negative,-0.000486,-0.000343,-0.001167,-0.001722,122,2024.05.03 21:30:00,1.07626,1.07562,1.07081,Positive,0.000241,0.001258,0.000897,0.001245,122,2024.05.07 12:50:00,1.07602,1.07611,1.07406,Negative,-0.000113,-0.000176,-0.000129,-0.000177
123,2024.04.19 01:00:00,1.06570,1.06551,1.07727,Negative,-0.000417,-0.000311,-0.001172,-0.001729,123,2024.05.03 21:15:00,1.07624,1.07558,1.07080,Positive,0.000261,0.001269,0.000897,0.001244,123,2024.05.07 12:45:00,1.07603,1.07612,1.07405,Negative,-0.000127,-0.000176,-0.000129,-0.000177
124,2024.04.19 00:00:00,1.06580,1.06556,1.07729,Positive,-0.000343,-0.000282,-0.001179,-0.001738,124,2024.05.03 21:00:00,1.07625,1.07556,1.07079,Positive,0.000314,0.001288,0.000898,0.001246,124,2024.05.07 12:40:00,1.07606,1.07615,1.07405,Negative,-0.000116,-0.000169,-0.000126,-0.000173
125,2024.04.18 23:00:00,1.06591,1.06561,1.07731,Positive,-0.000249,-0.000252,-0.001186,-0.001748,125,2024.05.03 20:45:00,1.07625,1.07553,1.07078,Positive,0.000394,0.001312,0.000901,0.001249,125,2024.05.07 12:35:00,1.07609,1.07616,1.07405,Negative,-0.000091,-0.000159,-0.000123,-0.000168
126,2024.04.18 22:00:00,1.06602,1.06565,1.07734,Positive,-0.000135,-0.000221,-0.001193,-0.001759,126,2024.05.03 20:30:00,1.07624,1.07549,1.07077,Positive,0.000466,0.001329,0.000902,0.001250,126,2024.05.07 12:30:00,1.07611,1.07618,1.07404,Negative,-0.000077,-0.000153,-0.000121,-0.000165
127,2024.04.18 21:00:00,1.06612,1.06570,1.07736,Positive,-0.000003,-0.000193,-0.001202,-0.001770,127,2024.05.03 20:15:00,1.07620,1.07544,1.07076,Positive,0.000508,0.001334,0.000899,0.001245,127,2024.05.07 12:25:00,1.07613,1.07620,1.07404,Negative,-0.000063,-0.000148,-0.000119,-0.000163
128,2024.04.18 20:00:00,1.06621,1.06573,1.07738,Positive,0.000132,-0.000170,-0.001213,-0.001786,128,2024.05.03 20:00:00,1.07617,1.07539,1.07075,Positive,0.000569,0.001342,0.000896,0.001241,128,2024.05.07 12:20:00,1.07616,1.07621,1.07404,Negative,-0.000032,-0.000139,-0.000116,-0.000159
129,2024.04.18 19:00:00,1.06626,1.06574,1.07740,Positive,0.000253,-0.000160,-0.001229,-0.001806,129,2024.05.03 19:45:00,1.07613,1.07533,1.07073,Positive,0.000637,0.001349,0.000893,0.001237,129,2024.05.07 12:15:00,1.07617,1.07622,1.07403,Negative,-0.000009,-0.000133,-0.000114,-0.000156
130,2024.04.18 18:00:00,1.06629,1.06573,1.07742,Positive,0.000337,-0.000166,-0.001250,-0.001834,130,2024.05.03 19:30:00,1.07606,1.07525,1.07072,Positive,0.000688,0.001347,0.000887,0.001228,130,2024.05.07 12:10:00,1.07618,1.07622,1.07403,Negative,-0.000009,-0.000135,-0.000114,-0.000157
131,2024.04.18 17:00:00,1.06634,1.06573,1.07745,Positive,0.000500,-0.000156,-0.001266,-0.001856,131,2024.05.03 19:15:00,1.07596,1.07516,1.07071,Positive,0.000680,0.001326,0.000875,0.001213,131,2024.05.07 12:05:00,1.07618,1.07623,1.07403,Negative,-0.000008,-0.000137,-0.000115,-0.000157
132,2024.04.18 16:00:00,1.06641,1.06573,1.07747,Positive,0.000736,-0.000136,-0.001280,-0.001874,132,2024.05.03 19:00:00,1.07588,1.07507,1.07070,Positive,0.000704,0.001314,0.000866,0.001201,132,2024.05.07 12:00:00,1.07618,1.07623,1.07402,Negative,-0.000008,-0.000139,-0.000115,-0.000158
133,2024.04.18 15:00:00,1.06639,1.06568,1.07749,Positive,0.000899,-0.000149,-0.001304,-0.001906,133,2024.05.03 18:45:00,1.07581,1.07500,1.07069,Positive,0.000746,0.001306,0.000858,0.001190,133,2024.05.07 11:55:00,1.07619,1.07623,1.07402,Negative,0.000003,-0.000138,-0.000115,-0.000157
134,2024.04.18 14:00:00,1.06631,1.06561,1.07751,Positive,0.000949,-0.000201,-0.001341,-0.001955,134,2024.05.03 18:30:00,1.07575,1.07494,1.07068,Positive,0.000820,0.001303,0.000852,0.001181,134,2024.05.07 11:50:00,1.07618,1.07624,1.07401,Negative,-0.000011,-0.000144,-0.000117,-0.000160
135,2024.04.18 13:00:00,1.06623,1.06553,1.07752,Positive,0.001013,-0.000253,-0.001378,-0.002003,135,2024.05.03 18:15:00,1.07571,1.07489,1.07067,Positive,0.000903,0.001299,0.000846,0.001172,135,2024.05.07 11:45:00,1.07618,1.07624,1.07401,Negative,-0.000022,-0.000149,-0.000118,-0.000161
136,2024.04.18 12:00:00,1.06615,1.06545,1.07754,Positive,0.001134,-0.000295,-0.001411,-0.002046,136,2024.05.03 18:00:00,1.07571,1.07485,1.07066,Positive,0.001089,0.001319,0.000846,0.001173,136,2024.05.07 11:40:00,1.07618,1.07624,1.07401,Negative,-0.000025,-0.000151,-0.000118,-0.000162
137,2024.04.18 11:00:00,1.06603,1.06535,1.07756,Positive,0.001191,-0.000361,-0.001451,-0.002100,137,2024.05.03 17:45:00,1.07560,1.07472,1.07064,Positive,0.001222,0.001314,0.000839,0.001163,137,2024.05.07 11:35:00,1.07617,1.07624,1.07400,Negative,-0.000037,-0.000156,-0.000120,-0.000163
138,2024.04.18 10:00:00,1.06587,1.06522,1.07758,Positive,0.001219,-0.000439,-0.001496,-0.002157,138,2024.05.03 17:30:00,1.07545,1.07459,1.07063,Positive,0.001265,0.001277,0.000822,0.001140,138,2024.05.07 11:30:00,1.07616,1.07624,1.07400,Negative,-0.000068,-0.000165,-0.000122,-0.000166
139,2024.04.18 09:00:00,1.06568,1.06509,1.07759,Positive,0.001194,-0.000534,-0.001545,-0.002221,139,2024.05.03 17:15:00,1.07527,1.07446,1.07062,Positive,0.001248,0.001222,0.000799,0.001111,139,2024.05.07 11:25:00,1.07615,1.07624,1.07399,Negative,-0.000093,-0.000171,-0.000123,-0.000168
140,2024.04.18 08:00:00,1.06552,1.06497,1.07761,Positive,0.001189,-0.000624,-0.001591,-0.002282,140,2024.05.03 17:00:00,1.07504,1.07428,1.07060,Positive,0.001191,0.001157,0.000774,0.001077,140,2024.05.07 11:20:00,1.07617,1.07625,1.07399,Negative,-0.000086,-0.000166,-0.000122,-0.000165
141,2024.04.18 07:00:00,1.06535,1.06485,1.07763,Positive,0.001193,-0.000712,-0.001637,-0.002341,141,2024.05.03 16:45:00,1.07475,1.07408,1.07059,Positive,0.001006,0.001060,0.000739,0.001032,141,2024.05.07 11:15:00,1.07618,1.07627,1.07399,Negative,-0.000090,-0.000166,-0.000121,-0.000164
142,2024.04.18 06:00:00,1.06517,1.06473,1.07765,Positive,0.001163,-0.000811,-0.001685,-0.002404,142,2024.05.03 16:30:00,1.07444,1.07388,1.07057,Positive,0.000740,0.000950,0.000702,0.000983,142,2024.05.07 11:10:00,1.07622,1.07629,1.07398,Negative,-0.000069,-0.000158,-0.000118,-0.000161
143,2024.04.18 05:00:00,1.06500,1.06462,1.07766,Positive,0.001128,-0.000911,-0.001733,-0.002466,143,2024.05.03 16:15:00,1.07412,1.07370,1.07056,Positive,0.000370,0.000825,0.000661,0.000929,143,2024.05.07 11:05:00,1.07626,1.07631,1.07398,Negative,-0.000021,-0.000144,-0.000113,-0.000154
144,2024.04.18 04:00:00,1.06486,1.06452,1.07768,Positive,0.001148,-0.000996,-0.001776,-0.002521,144,2024.05.03 16:00:00,1.07405,1.07365,1.07055,Positive,0.000341,0.000810,0.000655,0.000922,144,2024.05.07 11:00:00,1.07629,1.07634,1.07398,Negative,0.000019,-0.000134,-0.000110,-0.000150
145,2024.04.18 03:00:00,1.06472,1.06443,1.07770,Positive,0.001157,-0.001086,-0.001820,-0.002578,145,2024.05.03 15:45:00,1.07400,1.07361,1.07054,Positive,0.000322,0.000800,0.000650,0.000916,145,2024.05.07 10:55:00,1.07631,1.07634,1.07397,Negative,0.000063,-0.000126,-0.000107,-0.000146
146,2024.04.18 02:00:00,1.06456,1.06432,1.07772,Positive,0.001162,-0.001179,-0.001864,-0.002634,146,2024.05.03 15:30:00,1.07396,1.07356,1.07054,Positive,0.000330,0.000798,0.000649,0.000913,146,2024.05.07 10:50:00,1.07631,1.07635,1.07397,Negative,0.000065,-0.000131,-0.000109,-0.000148
147,2024.04.18 01:00:00,1.06436,1.06420,1.07774,Positive,0.001120,-0.001286,-0.001911,-0.002696,147,2024.05.03 15:15:00,1.07391,1.07352,1.07053,Positive,0.000334,0.000794,0.000646,0.000910,147,2024.05.07 10:45:00,1.07629,1.07634,1.07396,Negative,0.000068,-0.000136,-0.000110,-0.000150
148,2024.04.18 00:00:00,1.06418,1.06408,1.07776,Positive,0.001063,-0.001396,-0.001959,-0.002757,148,2024.05.03 15:00:00,1.07384,1.07346,1.07052,Positive,0.000306,0.000781,0.000642,0.000904,148,2024.05.07 10:40:00,1.07627,1.07632,1.07396,Negative,0.000047,-0.000148,-0.000114,-0.000154
149,2024.04.17 23:00:00,1.06396,1.06396,1.07778,Positive,0.000963,-0.001516,-0.002009,-0.002821,149,2024.05.03 14:45:00,1.07378,1.07342,1.07051,Positive,0.000272,0.000769,0.000637,0.000897,149,2024.05.07 10:35:00,1.07624,1.07631,1.07395,Negative,0.000024,-0.000159,-0.000117,-0.000158
150,2024.04.17 22:00:00,1.06375,1.06384,1.07780,Positive,0.000828,-0.001642,-0.002059,-0.002887,150,2024.05.03 14:30:00,1.07375,1.07339,1.07051,Positive,0.000274,0.000767,0.000635,0.000896,150,2024.05.07 10:30:00,1.07623,1.07631,1.07395,Negative,0.000006,-0.000167,-0.000119,-0.000161
151,2024.04.17 21:00:00,1.06350,1.06369,1.07782,Positive,0.000653,-0.001772,-0.002111,-0.002952,151,2024.05.03 14:15:00,1.07373,1.07336,1.07050,Positive,0.000308,0.000774,0.000637,0.000897,151,2024.05.07 10:25:00,1.07623,1.07631,1.07395,Negative,-0.000001,-0.000172,-0.000120,-0.000162
152,2024.04.17 20:00:00,1.06330,1.06360,1.07784,Negative,0.000443,-0.001904,-0.002161,-0.003017,152,2024.05.03 14:00:00,1.07370,1.07332,1.07049,Positive,0.000331,0.000777,0.000637,0.000897,152,2024.05.07 10:20:00,1.07623,1.07631,1.07394,Negative,-0.000009,-0.000177,-0.000121,-0.000163
153,2024.04.17 19:00:00,1.06319,1.06356,1.07787,Negative,0.000356,-0.001993,-0.002197,-0.003063,153,2024.05.03 13:45:00,1.07365,1.07328,1.07049,Positive,0.000327,0.000771,0.000634,0.000893,153,2024.05.07 10:15:00,1.07623,1.07631,1.07394,Negative,-0.000003,-0.000177,-0.000120,-0.000162
154,2024.04.17 18:00:00,1.06312,1.06354,1.07789,Negative,0.000309,-0.002068,-0.002228,-0.003102,154,2024.05.03 13:30:00,1.07360,1.07323,1.07048,Positive,0.000327,0.000766,0.000631,0.000890,154,2024.05.07 10:10:00,1.07621,1.07631,1.07393,Negative,-0.000027,-0.000186,-0.000123,-0.000165
155,2024.04.17 17:00:00,1.06309,1.06353,1.07792,Negative,0.000321,-0.002126,-0.002253,-0.003133,155,2024.05.03 13:15:00,1.07353,1.07318,1.07047,Positive,0.000285,0.000749,0.000625,0.000882,155,2024.05.07 10:05:00,1.07621,1.07631,1.07393,Negative,-0.000035,-0.000189,-0.000123,-0.000165
156,2024.04.17 16:00:00,1.06299,1.06350,1.07794,Negative,0.000245,-0.002209,-0.002285,-0.003173,156,2024.05.03 13:00:00,1.07347,1.07313,1.07046,Positive,0.000253,0.000738,0.000621,0.000876,156,2024.05.07 10:00:00,1.07619,1.07630,1.07392,Negative,-0.000062,-0.000197,-0.000124,-0.000167
157,2024.04.17 15:00:00,1.06295,1.06349,1.07797,Negative,0.000237,-0.002270,-0.002310,-0.003204,157,2024.05.03 12:45:00,1.07342,1.07308,1.07046,Positive,0.000241,0.000734,0.000619,0.000874,157,2024.05.07 09:55:00,1.07617,1.07630,1.07392,Negative,-0.000113,-0.000210,-0.000128,-0.000171
158,2024.04.17 14:00:00,1.06289,1.06347,1.07799,Negative,0.000217,-0.002335,-0.002335,-0.003236,158,2024.05.03 12:30:00,1.07336,1.07304,1.07045,Positive,0.000206,0.000724,0.000616,0.000869,158,2024.05.07 09:50:00,1.07616,1.07629,1.07391,Negative,-0.000148,-0.000216,-0.000128,-0.000172
159,2024.04.17 13:00:00,1.06281,1.06343,1.07802,Negative,0.000151,-0.002412,-0.002364,-0.003272,159,2024.05.03 12:15:00,1.07330,1.07299,1.07044,Positive,0.000171,0.000716,0.000613,0.000865,159,2024.05.07 09:45:00,1.07615,1.07630,1.07391,Negative,-0.000185,-0.000221,-0.000129,-0.000172
